date,pm25_daily_avg
2021-06-05,18.0
2021-06-06,20.0
2021-06-07,23.0
2021-06-08,24.0
2021-06-09,19.0
2021-06-10,19.0
2021-06-11,23.0
2021-06-12,26.0
2021-06-13,27.0
2021-06-14,23.0
2021-06-15,20.0
2021-06-16,23.0
2021-06-17,24.0
2021-06-18,23.0
2021-06-19,27.0
2021-06-20,25.0
2021-06-21,32.0
2021-06-22,36.0
2021-06-23,24.0
2021-06-24,30.0
2021-06-25,40.0
2021-06-26,55.0
2021-06-27,69.0
2021-06-28,87.0
2021-06-29,40.0
2021-06-30,39.0
2021-07-01,31.0
2021-07-02,52.0
2021-07-03,47.0
2021-07-04,56.0
2021-07-05,42.0
2021-07-06,38.0
2021-07-07,25.0
2021-07-08,33.0
2021-07-09,35.0
2021-07-10,34.0
2021-07-11,28.0
2021-07-12,32.0
2021-07-13,43.0
2021-07-14,43.0
2021-07-15,28.0
2021-07-16,18.0
2021-07-17,22.0
2021-07-18,23.0
2021-07-19,25.0
2021-07-20,20.0
2021-07-21,26.0
2021-07-22,23.0
2021-07-23,24.0
2021-07-24,22.0
2021-07-25,29.0
2021-07-26,23.0
2021-07-27,27.0
2021-07-28,32.0
2021-07-29,30.0
2021-07-30,37.0
2021-07-31,33.0
2021-08-01,34.0
2021-08-02,44.0
2021-08-03,46.0
2021-08-04,34.0
2021-08-05,24.0
2021-08-06,24.0
2021-08-07,20.0
2021-08-08,29.0
2021-08-09,30.0
2021-08-10,31.0
2021-08-11,32.0
2021-08-12,106.0
2021-08-13,148.0
2021-08-14,66.0
2021-08-15,44.0
2021-08-16,35.0
2021-08-17,34.0
2021-08-18,49.0
2021-08-19,43.0
2021-08-20,22.0
2021-08-21,23.0
2021-08-22,36.0
2021-08-23,40.0
2021-08-24,45.0
2021-08-25,47.0
2021-08-26,25.0
2021-08-27,23.0
2021-08-28,29.0
2021-08-29,25.0
2021-08-30,31.0
2021-08-31,25.0
2021-09-01,29.0
2021-09-02,38.0
2021-09-03,47.0
2021-09-04,33.0
2021-09-05,24.0
2021-09-06,26.0
2021-09-07,39.0
2021-09-08,31.0
2021-09-09,33.0
2021-09-10,18.0
2021-09-11,23.0
2021-09-12,27.0
2021-09-13,25.0
2021-09-14,36.0
2021-09-15,26.0
2021-09-16,28.0
2021-09-17,38.0
2021-09-18,20.0
2021-09-19,25.0
2021-09-20,30.0
2021-09-21,35.0
2021-09-22,40.0
2021-09-23,40.0
2021-09-24,43.0
2021-09-25,46.0
2021-09-26,28.0
2021-09-27,24.0
2021-09-28,26.0
2021-09-29,32.0
2021-09-30,32.0
2021-10-01,33.0
2021-10-02,43.0
2021-10-03,34.0
2021-10-04,35.0
2021-10-05,35.0
2021-10-06,22.0
2021-10-07,32.0
2021-10-08,54.0
2021-10-09,36.0
2021-10-10,23.0
2021-10-11,30.0
2021-10-12,33.0
2021-10-13,40.0
2021-10-14,28.0
2021-10-15,34.0
2021-10-16,34.0
2021-10-17,27.0
2021-10-18,30.0
2021-10-19,41.0
2021-10-20,36.0
2021-10-21,35.0
2021-10-22,30.0
2021-10-23,32.0
2021-10-24,22.0
2021-10-25,26.0
2021-10-26,23.0
2021-10-27,29.0
2021-10-28,27.0
2021-10-29,25.0
2021-10-30,35.0
2021-10-31,55.0
2021-11-01,65.0
2021-11-02,54.0
2021-11-03,45.0
2021-11-04,26.0
2021-11-05,33.0
2021-11-06,17.0
2021-11-07,20.0
2021-11-08,23.0
2021-11-09,26.0
2021-11-10,36.0
2021-11-11,27.0
2021-11-12,22.0
2021-11-13,40.0
2021-11-14,29.0
2021-11-15,26.0
2021-11-16,30.0
2021-11-17,44.0
2021-11-18,52.0
2021-11-19,25.0
2021-11-20,52.0
2021-11-21,64.0
2021-11-22,59.0
2021-11-23,31.0
2021-11-24,36.0
2021-11-25,38.0
2021-11-26,28.0
2021-11-27,38.0
2021-11-28,24.0
2021-11-29,25.0
2021-11-30,20.0
2021-12-01,19.0
2021-12-02,23.0
2021-12-03,34.0
2021-12-04,38.0
2021-12-05,41.0
2021-12-06,41.0
2021-12-07,35.0
2021-12-08,20.0
2021-12-09,28.0
2021-12-10,30.0
2021-12-11,27.0
2021-12-12,29.0
2021-12-13,33.0
2021-12-14,29.0
2021-12-15,27.0
2021-12-16,30.0
2021-12-17,43.0
2021-12-18,23.0
2021-12-19,43.0
2021-12-20,28.0
2021-12-21,47.0
2021-12-22,28.0
2021-12-23,16.0
2021-12-24,23.0
2021-12-25,19.0
2021-12-26,20.0
2021-12-27,31.0
2021-12-28,35.0
2021-12-29,34.0
2021-12-30,23.0
2021-12-31,61.0
2022-01-01,75.0
2022-01-02,45.0
2022-01-03,23.0
2022-01-04,28.0
2022-01-05,29.0
2022-01-06,37.0
2022-01-07,29.0
2022-01-08,32.0
2022-01-09,63.0
2022-01-10,66.0
2022-01-11,33.0
2022-01-12,40.0
2022-01-13,44.0
2022-01-14,54.0
2022-01-15,63.0
2022-01-16,51.0
2022-01-17,54.0
2022-01-18,32.0
2022-01-19,35.0
2022-01-20,20.0
2022-01-21,40.0
2022-01-22,45.0
2022-01-23,51.0
2022-01-24,56.0
2022-01-25,57.0
2022-01-26,54.0
2022-01-27,70.0
2022-01-28,70.0
2022-01-29,56.0
2022-01-30,45.0
2022-01-31,26.0
2022-02-01,30.0
2022-02-02,30.0
2022-02-03,34.0
2022-02-04,29.0
2022-02-05,30.0
2022-02-06,57.0
2022-02-07,41.0
2022-02-08,37.0
2022-02-09,53.0
2022-02-10,45.0
2022-02-11,40.0
2022-02-12,51.0
2022-02-13,74.0
2022-02-14,34.0
2022-02-15,51.0
2022-02-16,46.0
2022-02-17,33.0
2022-02-18,42.0
2022-02-19,23.0
2022-02-20,18.0
2022-02-21,23.0
2022-02-22,28.0
2022-02-23,54.0
2022-02-24,46.0
2022-02-25,58.0
2022-02-26,50.0
2022-02-27,22.0
2022-02-28,18.0
2022-03-01,22.0
2022-03-02,29.0
2022-03-03,23.0
2022-03-04,25.0
2022-03-05,41.0
2022-03-06,58.0
2022-03-07,55.0
2022-03-08,47.0
2022-03-09,34.0
2022-03-10,42.0
2022-03-11,38.0
2022-03-12,38.0
2022-03-13,20.0
2022-03-14,33.0
2022-03-15,27.0
2022-03-16,29.0
2022-03-17,30.0
2022-03-18,25.0
2022-03-19,22.0
2022-03-20,23.0
2022-03-21,24.0
2022-03-22,28.0
2022-03-23,30.0
2022-03-24,29.0
2022-03-25,38.0
2022-03-26,39.0
2022-03-27,36.0
2022-03-28,29.0
2022-03-29,33.0
2022-03-30,20.0
2022-03-31,22.0
2022-04-01,22.0
2022-04-02,23.0
2022-04-03,31.0
2022-04-04,25.0
2022-04-05,30.0
2022-04-06,29.0
2022-04-07,43.0
2022-04-08,18.0
2022-04-09,19.0
2022-04-10,18.0
2022-04-11,21.0
2022-04-12,28.0
2022-04-13,29.0
2022-04-14,35.0
2022-04-15,23.0
2022-04-16,21.0
2022-04-17,19.0
2022-04-18,25.0
2022-04-19,19.0
2022-04-20,26.0
2022-04-21,25.0
2022-04-22,32.0
2022-04-23,34.0
2022-04-24,31.0
2022-04-25,38.0
2022-04-26,24.0
2022-04-27,22.0
2022-04-28,27.0
2022-04-29,23.0
2022-04-30,25.0
2022-05-01,35.0
2022-05-02,24.0
2022-05-03,21.0
2022-05-04,34.0
2022-05-05,21.0
2022-05-06,26.0
2022-05-07,21.0
2022-05-08,18.0
2022-05-09,20.0
2022-05-10,21.0
2022-05-11,20.0
2022-05-12,19.0
2022-05-13,22.0
2022-05-14,23.0
2022-05-15,23.0
2022-05-16,19.0
2022-05-17,27.0
2022-05-18,26.0
2022-05-19,24.0
2022-05-20,29.0
2022-05-21,29.0
2022-05-22,27.0
2022-05-23,27.0
2022-05-24,22.0
2022-05-25,22.0
2022-05-26,30.0
2022-05-27,19.0
2022-05-28,25.0
2022-05-29,23.0
2022-05-30,23.0
2022-05-31,32.0
2022-06-01,37.0
2022-06-02,44.0
2022-06-03,24.0
2022-06-04,25.0
2022-06-05,18.0
2022-06-06,22.0
2022-06-07,24.0
2022-06-08,28.0
2022-06-09,24.0
2022-06-10,17.0
2022-06-11,18.0
2022-06-12,20.0
2022-06-13,19.0
2022-06-14,25.0
2022-06-15,33.0
2022-06-16,32.0
2022-06-17,30.0
2022-06-18,23.0
2022-06-19,20.0
2022-06-20,28.0
2022-06-21,55.0
2022-06-22,27.0
2022-06-23,24.0
2022-06-24,26.0
2022-06-25,32.0
2022-06-26,39.0
2022-06-27,48.0
2022-06-28,23.0
2022-06-29,20.0
2022-06-30,30.0
2022-07-01,31.0
2022-07-02,37.0
2022-07-03,38.0
2022-07-04,60.0
2022-07-05,67.0
2022-07-06,62.0
2022-07-07,29.0
2022-07-08,21.0
2022-07-09,23.0
2022-07-10,28.0
2022-07-11,30.0
2022-07-12,29.0
2022-07-13,29.0
2022-07-14,31.0
2022-07-15,23.0
2022-07-16,21.0
2022-07-17,23.0
2022-07-18,29.0
2022-07-19,36.0
2022-07-20,37.0
2022-07-21,35.0
2022-07-22,23.0
2022-07-23,32.0
2022-07-24,42.0
2022-07-25,48.0
2022-07-26,57.0
2022-07-27,53.0
2022-07-28,48.0
2022-07-29,58.0
2022-07-30,62.0
2022-07-31,59.0
2022-08-01,26.0
2022-08-02,29.0
2022-08-03,28.0
2022-08-04,22.0
2022-08-05,29.0
2022-08-06,35.0
2022-08-07,36.0
2022-08-08,45.0
2022-08-09,42.0
2022-08-10,28.0
2022-08-11,34.0
2022-08-12,35.0
2022-08-13,22.0
2022-08-14,25.0
2022-08-15,37.0
2022-08-16,32.0
2022-08-17,33.0
2022-08-18,62.0
2022-08-19,40.0
2022-08-20,22.0
2022-08-21,27.0
2022-08-22,31.0
2022-08-23,33.0
2022-08-24,48.0
2022-08-25,57.0
2022-08-26,24.0
2022-08-27,32.0
2022-08-28,36.0
2022-08-29,39.0
2022-08-30,50.0
2022-08-31,52.0
2022-09-01,47.0
2022-09-02,52.0
2022-09-03,22.0
2022-09-04,25.0
2022-09-05,23.0
2022-09-06,33.0
2022-09-07,36.0
2022-09-08,30.0
2022-09-09,70.0
2022-09-10,153.0
2022-09-11,95.0
2022-09-12,73.0
2022-09-13,59.0
2022-09-14,59.0
2022-09-15,54.0
2022-09-16,29.0
2022-09-17,28.0
2022-09-18,31.0
2022-09-19,49.0
2022-09-20,53.0
2022-09-21,96.0
2022-09-22,45.0
2022-09-23,37.0
2022-09-24,35.0
2022-09-25,55.0
2022-09-26,69.0
2022-09-27,73.0
2022-09-28,37.0
2022-09-29,34.0
2022-09-30,37.0
2022-10-01,70.0
2022-10-02,86.0
2022-10-03,84.0
2022-10-04,63.0
2022-10-05,67.0
2022-10-06,98.0
2022-10-07,92.0
2022-10-08,108.0
2022-10-09,128.0
2022-10-10,81.0
2022-10-11,51.0
2022-10-12,69.0
2022-10-13,122.0
2022-10-14,94.0
2022-10-15,163.0
2022-10-16,103.0
2022-10-17,70.0
2022-10-18,147.0
2022-10-19,189.0
2022-10-20,179.0
2022-10-21,37.0
2022-10-22,28.0
2022-10-23,40.0
2022-10-24,29.0
2022-10-25,33.0
2022-10-26,34.0
2022-10-27,43.0
2022-10-28,48.0
2022-10-29,55.0
2022-10-30,38.0
2022-10-31,30.0
2022-11-01,44.0
2022-11-02,34.0
2022-11-03,44.0
2022-11-04,24.0
2022-11-05,31.0
2022-11-06,19.0
2022-11-07,25.0
2022-11-08,40.0
2022-11-09,53.0
2022-11-10,66.0
2022-11-11,61.0
2022-11-12,64.0
2022-11-13,73.0
2022-11-14,67.0
2022-11-15,65.0
2022-11-16,78.0
2022-11-17,54.0
2022-11-18,63.0
2022-11-19,81.0
2022-11-20,93.0
2022-11-21,84.0
2022-11-22,58.0
2022-11-23,57.0
2022-11-24,61.0
2022-11-25,44.0
2022-11-26,35.0
2022-11-27,25.0
2022-11-28,26.0
2022-11-29,36.0
2022-11-30,45.0
2022-12-01,53.0
2022-12-02,43.0
2022-12-03,35.0
2022-12-04,53.0
2022-12-05,63.0
2022-12-06,48.0
2022-12-07,36.0
2022-12-08,32.0
2022-12-09,25.0
2022-12-10,25.0
2022-12-11,39.0
2022-12-12,51.0
2022-12-13,53.0
2022-12-14,46.0
2022-12-15,59.0
2022-12-16,68.0
2022-12-17,60.0
2022-12-18,20.0
2022-12-19,44.0
2022-12-20,38.0
2022-12-21,29.0
2022-12-22,24.0
2022-12-23,38.0
2022-12-24,32.0
2022-12-25,37.0
2022-12-26,37.0
